DOI	Publication Date	Publication Year	Journal	'Research Article' or 'non-Research Article'?	Article Title	Citations - CrossRef	Citations - PubMed Central	Citations - Scopus	Total HTML Page Views	Total PDF Downloads	Total XML Downloads	Combined Usage (HTML + PDF + XML)	Blog Coverage - Postgenomic	Blog Coverage - Nature Blogs	Blog Coverage - Bloglines	Blog Coverage - ResearchBlogging.org	Number of Trackbacks	Social Bookmarking - CiteULike	Social Bookmarking - Connotea	Number of Ratings	Average Rating	Number of Note threads	Number of replies to Notes	Number of Comment threads	Number of replies to Comments	Number of 'Star Ratings' that also include a text comment
10.1371/journal.pone.0007656	40120	2009	PLoS ONE	RA	The Vitamin B1 Metabolism of Staphylococcus aureus Is Controlled at Enzymatic and Transcriptional Levels	0	0	0	272	54	3	329	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007657	40115	2009	PLoS ONE	RA	Groups without Cultured Representatives Dominate Eukaryotic Picophytoplankton in the Oligotrophic South East Pacific Ocean	0	0	0	291	142	2	435	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007658	40116	2009	PLoS ONE	RA	HIV-1 Residual Viremia Correlates with Persistent T-Cell Activation in Poor Immunological Responders to Combination Antiretroviral Therapy	0	0	0	334	104	3	441	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007659	40120	2009	PLoS ONE	RA	Monocyte Chemotactic Protein-1 (MCP-1) and Growth Factors Called into Question as Markers of Prolonged Psychosocial Stress	0	0	0	225	37	3	265	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007660	40121	2009	PLoS ONE	RA	The Transcriptome of the Nosocomial Pathogen Enterococcus faecalis V583 Reveals Adaptive Responses to Growth in Blood	0	0	0	477	132	4	613	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007661	40116	2009	PLoS ONE	RA	Reciprocal t(9;22) ABL/BCR Fusion Proteins: Leukemogenic Potential and Effects on B Cell Commitment	0	0	0	271	96	2	369	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007662	40115	2009	PLoS ONE	RA	Dual Localized AtHscB Involved in Iron Sulfur Protein Biogenesis in Arabidopsis	0	0	0	217	88	1	306	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007663	40121	2009	PLoS ONE	RA	Specific Human Astrocyte Subtype Revealed by Affinity Purified GFAP+1 Antibody; Unpurified Serum Cross-Reacts with Neurofilament-L in Alzheimer	0	0	0	366	77	3	446	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007664	40116	2009	PLoS ONE	RA	Education in Time: Cohort Differences in Educational Attainment in African-American Twins	0	0	0	279	37	1	317	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007665	40120	2009	PLoS ONE	RA	Differential Deployment of REST and CoREST Promotes Glial Subtype Specification and Oligodendrocyte Lineage Maturation	0	0	0	510	249	3	762	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007666	40115	2009	PLoS ONE	RA	The Phylogenetics and Ecology of the Orthopoxviruses Endemic to North America	0	0	0	269	83	1	353	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007667	40122	2009	PLoS ONE	RA	Correlating Molecular Phylogeny with Venom Apparatus Occurrence in Panamic Auger Snails (Terebridae)	0	0	0	331	53	1	385	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007668	40119	2009	PLoS ONE	RA	A Genome-Wide Analysis of Small Regulatory RNAs in the Human Pathogen Group A Streptococcus	0	0	0	543	150	4	697	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007669	40120	2009	PLoS ONE	RA	Cytokine Levels Correlate with Immune Cell Infiltration after Anti-VEGF Therapy in Preclinical Mouse Models of Breast Cancer	0	0	0	523	192	2	717	0	0	0	0	0	0	0	1	5.0	0	0	0	0	0
10.1371/journal.pone.0007670	40116	2009	PLoS ONE	RA	Serum S100A6 Concentration Predicts Peritoneal Tumor Burden in Mice with Epithelial Ovarian Cancer and Is Associated with Advanced Stage in Patients	0	0	0	246	90	1	337	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007671	40116	2009	PLoS ONE	RA	Fatal Cases of Influenza A in Childhood	0	0	0	535	105	2	642	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007672	40121	2009	PLoS ONE	RA	Experience Matters: Females Use Smell to Select Experienced Males for Paternal Care	0	0	0	1234	132	4	1370	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007673	40116	2009	PLoS ONE	RA	"Aspergillus terreus Accessory Conidia Are Unique in Surface Architecture, Cell Wall Composition and Germination Kinetics"	0	0	0	208	49	4	261	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007674	40119	2009	PLoS ONE	RA	Studies of ?-Helicity and Intersegmental Interactions in Voltage-Gated Na+ Channels: S2D4	0	0	0	223	54	2	279	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007675	40106	2009	PLoS ONE	non RA	SGC - Structural Biology and Human Health: A New Approach to Publishing Structural Biology Results	0	0	0	1187	134	3	1324	0	0	0	0	0	0	0	0	0.0	2	1	0	0	0
10.1371/journal.pone.0007676	40116	2009	PLoS ONE	RA	Involvement of the Modifier Gene of a Human Mendelian Disorder in a Negative Selection Process	0	0	0	206	48	2	256	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007677	40119	2009	PLoS ONE	RA	Relationship between CAD Risk Genotype in the Chromosome 9p21 Locus and Gene Expression. Identification of Eight New ANRIL Splice Variants	0	0	0	307	97	2	406	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007678	40128	2009	PLoS ONE	RA	"Beyond Word Frequency: Bursts, Lulls, and Scaling in the Temporal Distributions of Words"	0	0	0	809	137	2	948	0	0	0	0	0	3	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007679	40122	2009	PLoS ONE	RA	Visual Properties of Transgenic Rats Harboring the Channelrhodopsin-2 Gene Regulated by the Thy-1.2 Promoter	0	0	0	482	103	5	590	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007680	40120	2009	PLoS ONE	RA	Evolutionary History of the HAP2/GCS1 Gene and Sexual Reproduction in Metazoans	0	0	0	401	89	3	493	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007681	40122	2009	PLoS ONE	RA	Effect before Cause: Supramodal Recalibration of Sensorimotor Timing	0	0	0	365	81	2	448	0	0	0	0	0	2	0	2	4.8	0	0	0	0	0
10.1371/journal.pone.0007682	40151	2009	PLoS ONE	RA	Expression of Genes Encoding Multi-Transmembrane Proteins in Specific Primate Taste Cell Populations	0	0	0	225	78	1	304	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007683	40121	2009	PLoS ONE	RA	The Tyrosine Kinase Csk Dimerizes through Its SH3 Domain	0	0	0	352	119	2	473	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007684	40120	2009	PLoS ONE	RA	"Mbd3, a Component of NuRD/Mi-2 Complex, Helps Maintain Pluripotency of Mouse Embryonic Stem Cells by Repressing Trophectoderm Differentiation"	0	0	0	309	132	2	443	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007685	40120	2009	PLoS ONE	RA	A Protein-Protein Interaction Map of the Trypanosoma brucei Paraflagellar Rod	0	0	1	477	162	2	641	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007686	40122	2009	PLoS ONE	RA	Deep Sequencing of Viroid-Derived Small RNAs from Grapevine Provides New Insights on the Role of RNA Silencing in Plant-Viroid Interaction	0	0	0	665	192	4	861	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007687	40119	2009	PLoS ONE	RA	Acceptability of Male Circumcision for the Prevention of HIV/AIDS in the Dominican Republic	0	0	0	419	56	2	477	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007688	40123	2009	PLoS ONE	RA	Expression of Telomerase and Telomere Length Are Unaffected by either Age or Limb Regeneration in Danio rerio	0	0	0	498	133	2	633	0	0	0	0	0	0	0	0	0.0	0	0	1	0	0
10.1371/journal.pone.0007689	40119	2009	PLoS ONE	RA	Expression Profile of MicroRNAs in Young Stroke Patients	0	0	0	614	186	4	804	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007690	40123	2009	PLoS ONE	RA	Rapid and Long-Lasting Increase in Sites for Synapse Assembly during Late-Phase Potentiation in Rat Hippocampal Neurons	0	0	0	296	83	2	381	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007691	40119	2009	PLoS ONE	RA	The Contribution of Family Planning towards the Prevention of Vertical HIV Transmission in Uganda	0	0	0	333	75	2	410	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007692	40142	2009	PLoS ONE	RA	Population-Level Associations between Preschool Vulnerability and Grade-Four Basic Skills	0	0	0	206	30	2	238	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007693	40119	2009	PLoS ONE	RA	Protection of Stem Cell-Derived Lymphocytes in a Primate AIDS Gene Therapy Model after In Vivo Selection	0	0	0	401	141	1	543	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007694	40127	2009	PLoS ONE	RA	RNA Aptamers Generated against Oligomeric A?40 Recognize Common Amyloid Aptatopes with Low Specificity but High Sensitivity	0	0	0	342	109	1	452	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007695	40128	2009	PLoS ONE	RA	Breast Cancer in Young Women: Poor Survival Despite Intensive Treatment	0	0	0	615	99	1	715	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007696	40123	2009	PLoS ONE	RA	Tunable Chemokine Production by Antigen Presenting Dendritic Cells in Response to Changes in Regulatory T Cell Frequency in Mouse Reactive Lymph Nodes	0	0	0	343	92	2	437	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007697	40134	2009	PLoS ONE	RA	TCF7L2 Polymorphism rs7903146 Is Associated with Coronary Artery Disease Severity and Mortality	0	0	0	237	75	2	314	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007698	40119	2009	PLoS ONE	RA	Fluorescent Nanocrystals Reveal Regulated Portals of Entry into and Between the Cells of Hydra	0	0	0	356	89	3	448	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007699	40121	2009	PLoS ONE	RA	Why Amphibians Are More Sensitive than Mammals to Xenobiotics	0	0	0	466	72	2	540	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007700	40143	2009	PLoS ONE	RA	"A Novel Enediynyl Peptide Inhibitor of Furin That Blocks Processing of proPDGF-A, B and proVEGF-C"	0	0	0	191	36	2	229	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007701	40119	2009	PLoS ONE	RA	Bub3 Is a Spindle Assembly Checkpoint Protein Regulating Chromosome Segregation during Mouse Oocyte Meiosis	0	0	0	380	122	3	505	0	0	0	0	0	0	0	0	0.0	1	2	0	0	0
10.1371/journal.pone.0007702	40123	2009	PLoS ONE	RA	Inaccurate Diagnosis of HIV-1 Group M and O Is a Key Challenge for Ongoing Universal Access to Antiretroviral Treatment and HIV Prevention in Cameroon	0	0	0	361	59	2	422	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007703	40122	2009	PLoS ONE	RA	Mechanism of Dinitrochlorobenzene-Induced Dermatitis in Mice: Role of Specific Antibodies in Pathogenesis	0	0	0	193	46	1	240	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007704	40119	2009	PLoS ONE	RA	Transcriptional Effects of Glucocorticoid Receptors in the Dentate Gyrus Increase Anxiety-Related Behaviors	0	0	0	334	91	2	427	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007705	40119	2009	PLoS ONE	RA	AAV Recombineering with Single Strand Oligonucleotides	1	0	0	299	97	1	397	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007706	40123	2009	PLoS ONE	RA	Roles of ES Cell-Derived Gliogenic Neural Stem/Progenitor Cells in Functional Recovery after Spinal Cord Injury	0	0	0	473	180	3	656	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007707	40120	2009	PLoS ONE	RA	Fyn Mediates Leptin Actions in the Thymus of Rodents	0	0	0	244	59	4	307	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007708	40122	2009	PLoS ONE	RA	A Continuum of Cell States Spans Pluripotency and Lineage Commitment in Human Embryonic Stem Cells	0	0	0	542	217	3	762	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007709	40120	2009	PLoS ONE	RA	A Non-Redundant Role for Drosophila Mkk4 and Hemipterous/Mkk7 in TAK1-Mediated Activation of JNK	0	0	0	291	101	2	394	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007710	40128	2009	PLoS ONE	RA	Pathway Projector: Web-Based Zoomable Pathway Browser Using KEGG Atlas and Google Maps API	0	0	0	839	187	1	1027	0	0	0	0	0	10	0	2	5.0	0	0	0	0	1
10.1371/journal.pone.0007711	40126	2009	PLoS ONE	RA	Determinants of the Relationship between Cytokine Production in Pregnant Women and Their Infants	1	0	0	281	70	1	352	0	0	0	0	0	0	0	1	4.0	0	0	0	0	0
10.1371/journal.pone.0007712	40122	2009	PLoS ONE	RA	P-Loop Residues Critical for Selectivity in K+ Channels Fail to Confer Selectivity to Rabbit HCN4 Channels	0	0	0	231	45	2	278	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007713	40123	2009	PLoS ONE	RA	Current Status of a Model System: The Gene Gp-9 and Its Association with Social Organization in Fire Ants	0	0	0	313	77	1	391	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007714	40119	2009	PLoS ONE	RA	Heat Shock Protein-Derived T-Cell Epitopes Contribute to Autoimmune Inflammation in Pediatric Crohn's Disease	0	0	0	199	48	4	251	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007715	40119	2009	PLoS ONE	RA	Screening for Microsatellite Instability Identifies Frequent 3?-Untranslated Region Mutation of the RB1-Inducible Coiled-Coil 1 Gene in Colon Tumors	0	0	0	208	52	2	262	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007716	40123	2009	PLoS ONE	RA	Imaging Transient Blood Vessel Fusion Events in Zebrafish by Correlative Volume Electron Microscopy	0	0	0	624	159	3	786	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007717	40122	2009	PLoS ONE	RA	A Role for Immune Responses against Non-CS Components in the Cross-Species Protection Induced by Immunization with Irradiated Malaria Sporozoites	0	0	0	243	84	2	329	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007718	40122	2009	PLoS ONE	RA	Human Blood Vessel?Derived Endothelial Progenitors for Endothelialization of Small Diameter Vascular Prosthesis	0	0	0	326	106	2	434	0	0	0	0	0	0	0	1	4.3	0	0	0	0	0
10.1371/journal.pone.0007719	40128	2009	PLoS ONE	RA	Oxidative Stress Impairs the Heat Stress Response and Delays Unfolded Protein Recovery	0	0	0	359	127	1	487	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007720	40122	2009	PLoS ONE	RA	"A Decade Later, How Much of Rwanda's Musculoskeletal Impairment Is Caused by the War in 1994 and by Related Violence?"	0	0	0	242	21	1	264	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007721	40122	2009	PLoS ONE	RA	Improvements of Sound Localization Abilities by the Facial Ruff of the Barn Owl (Tyto alba) as Demonstrated by Virtual Ruff Removal	0	0	0	432	45	3	480	0	0	0	1	1	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007722	40123	2009	PLoS ONE	RA	Genetic Diversity of Arginine Catabolic Mobile Element in Staphylococcus epidermidis	0	0	0	309	80	3	392	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007723	40123	2009	PLoS ONE	RA	Penicillin Induced Persistence in Chlamydia trachomatis: High Quality Time Lapse Video Analysis of the Developmental Cycle	0	0	0	444	101	3	548	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007724	40126	2009	PLoS ONE	RA	Investigating Sub-Spine Actin Dynamics in Rat Hippocampal Neurons with Super-Resolution Optical Imaging	0	0	0	513	179	4	696	0	0	0	0	0	0	0	0	0.0	0	0	1	0	0
10.1371/journal.pone.0007725	40128	2009	PLoS ONE	RA	Egg Eviction Imposes a Recoverable Cost of Virulence in Chicks of a Brood Parasite	0	0	0	724	60	3	787	0	0	0	1	1	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007726	40121	2009	PLoS ONE	RA	"Effects of 15-Deoxy-?12,14-Prostaglandin J2 (15d-PGJ2) and Rosiglitazone on Human V?2+ T Cells"	0	0	0	203	55	3	261	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007727	40122	2009	PLoS ONE	RA	Timing Constraints of In Vivo Gag Mutations during Primary HIV-1 Subtype C Infection	0	0	0	208	69	4	281	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007728	40121	2009	PLoS ONE	RA	A Concerted Kinase Interplay Identifies PPAR? as a Molecular Target of Ghrelin Signaling in Macrophages	0	0	0	332	99	2	433	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007729	40122	2009	PLoS ONE	RA	"Common Polymorphisms Influencing Serum Uric Acid Levels Contribute to Susceptibility to Gout, but Not to Coronary Artery Disease"	0	0	0	260	81	1	342	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007730	40127	2009	PLoS ONE	RA	Potent New Small-Molecule Inhibitor of Botulinum Neurotoxin Serotype A Endopeptidase Developed by Synthesis-Based Computer-Aided Molecular Design	0	0	0	439	103	4	546	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007731	40122	2009	PLoS ONE	RA	MALDI Profiling of Human Lung Cancer Subtypes	0	0	0	417	126	2	545	0	0	0	0	0	2	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007732	40121	2009	PLoS ONE	RA	The TolC Protein of Legionella pneumophila Plays a Major Role in Multi-Drug Resistance and the Early Steps of Host Invasion	0	0	0	275	90	2	367	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007733	40122	2009	PLoS ONE	RA	Reduced Physiological Complexity in Robust Elderly Adults with the APOE ?4 Allele	0	0	0	179	36	2	217	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007734	40122	2009	PLoS ONE	RA	Conditional Tek Promoter-Driven Deletion of Arginyltransferase in the Germ Line Causes Defects in Gametogenesis and Early Embryonic Lethality in Mice	0	0	0	130	25	1	156	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007735	40123	2009	PLoS ONE	RA	A Novel Lipidomic Strategy Reveals Plasma Phospholipid Signatures Associated with Respiratory Disease Severity in Cystic Fibrosis Patients	0	0	0	431	82	1	514	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007736	40123	2009	PLoS ONE	RA	A Comprehensive Sequence and Disease Correlation Analyses for the C-Terminal Region of CagA Protein of Helicobacter pylori	0	0	0	260	89	2	351	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007737	40126	2009	PLoS ONE	RA	Phospholipase C-?4 Is Essential for the Progression of the Normal Sleep Sequence and Ultradian Body Temperature Rhythms in Mice	0	0	0	428	84	4	516	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007738	40127	2009	PLoS ONE	RA	Acute Inhibition of Selected Membrane-Proximal Mouse T Cell Receptor Signaling by Mitochondrial Antagonists	0	0	0	217	47	2	266	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007739	40123	2009	PLoS ONE	RA	Islet Formation during the Neonatal Development in Mice	0	0	0	498	172	1	671	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007740	40130	2009	PLoS ONE	RA	Pseudomonas aeruginosa Population Structure Revisited	0	0	0	521	126	1	648	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007741	40122	2009	PLoS ONE	RA	A Modeling Framework to Describe the Transmission of Bluetongue Virus within and between Farms in Great Britain	0	0	0	283	86	3	372	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007742	40120	2009	PLoS ONE	RA	Somatosensory Cortices Are Required for the Acquisition of Morphine-Induced Conditioned Place Preference	0	0	1	268	36	2	306	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007743	40120	2009	PLoS ONE	RA	An Integrated Analysis of Molecular Acclimation to High Light in the Marine Diatom Phaeodactylum tricornutum	0	0	0	395	102	3	500	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007744	40121	2009	PLoS ONE	RA	Brain Stem Death as the Vital Determinant for Resumption of Spontaneous Circulation after Cardiac Arrest in Rats	0	0	0	232	47	1	280	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007745	40128	2009	PLoS ONE	RA	Pharmacological Alterations of Anxious Behaviour in Mice Depending on Both Strain and the Behavioural Situation	0	0	0	243	64	3	310	0	0	0	0	0	0	0	1	4.0	0	0	0	0	1
10.1371/journal.pone.0007746	40121	2009	PLoS ONE	RA	Targeted KRAS Mutation Assessment on Patient Tumor Histologic Material in Real Time Diagnostics	0	0	0	354	113	3	470	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007747	40130	2009	PLoS ONE	RA	Seasonal Genetic Influence on Serum 25-Hydroxyvitamin D Levels: A Twin Study	0	0	0	383	85	3	471	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007748	40130	2009	PLoS ONE	RA	Morphological and Glucose Metabolism Abnormalities in Alcoholic Korsakoff's Syndrome: Group Comparisons and Individual Analyses	0	0	0	206	33	3	242	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007749	40130	2009	PLoS ONE	RA	Annual Risk of Tuberculous Infection Using Different Methods in Communities with a High Prevalence of TB and HIV in Zambia and South Africa	0	0	0	221	64	2	287	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007750	40135	2009	PLoS ONE	RA	A Rapid and Economic In-House DNA Purification Method Using Glass Syringe Filters	0	0	0	637	166	2	805	0	0	0	0	0	5	0	2	3.0	0	0	0	0	1
10.1371/journal.pone.0007751	40121	2009	PLoS ONE	RA	Chimerism in Wild Adult Populations of the Broadcast Spawning Coral Acropora millepora on the Great Barrier Reef	0	0	0	358	76	1	435	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007752	40130	2009	PLoS ONE	RA	Glioblastoma Subclasses Can Be Defined by Activity among Signal Transduction Pathways and Associated Genomic Alterations	0	0	0	697	293	3	993	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007753	40130	2009	PLoS ONE	RA	"Quality and Reporting of Diagnostic Accuracy Studies in TB, HIV and Malaria: Evaluation Using QUADAS and STARD Standards"	0	0	0	445	109	2	556	0	0	0	0	1	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007754	40130	2009	PLoS ONE	RA	What Is the Optimal Value of the g-Ratio for Myelinated Fibers in the Rat CNS? A Theoretical Approach	0	0	0	219	47	3	269	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007755	40126	2009	PLoS ONE	RA	The Prevalence of Depression in White-European and South-Asian People with Impaired Glucose Regulation and Screen-Detected Type 2 Diabetes Mellitus	0	0	0	372	65	2	439	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007756	40121	2009	PLoS ONE	RA	Filamentous Biopolymers on Surfaces: Atomic Force Microscopy Images Compared with Brownian Dynamics Simulation of Filament Deposition	0	0	0	248	61	2	311	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007757	40130	2009	PLoS ONE	RA	"Ablation of Arginylation in the Mouse N-End Rule Pathway: Loss of Fat, Higher Metabolic Rate, Damaged Spermatogenesis, and Neurological Perturbations"	0	0	0	346	67	1	414	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007758	40135	2009	PLoS ONE	RA	Breaking the News or Fueling the Epidemic? Temporal Association between News Media Report Volume and Opioid-Related Mortality	0	0	0	601	70	6	677	0	0	0	1	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007759	40126	2009	PLoS ONE	RA	Rat Merkel Cells Are Mechanoreceptors and Osmoreceptors	0	0	0	403	109	3	515	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007760	40127	2009	PLoS ONE	RA	"New Policies, New Technologies: Modelling the Potential for Improved Smear Microscopy Services in Malawi"	0	0	0	183	44	1	228	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007761	40128	2009	PLoS ONE	RA	Origins of an Intrinsic Hippocampal EEG Pattern	0	0	0	354	88	2	444	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007762	40126	2009	PLoS ONE	RA	Dynamics of the Leaf-Litter Arthropod Fauna Following Fire in a Neotropical Woodland Savanna	0	0	0	370	50	2	422	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007763	40126	2009	PLoS ONE	RA	An Association Analysis between Mitochondrial DNA A10398G Polymorphism and Temperament in Japanese Young Adults	0	0	0	255	47	5	307	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007764	40198	2010	PLoS ONE	RA	"Dynasore, a Dynamin Inhibitor, Inhibits Trypanosoma cruzi Entry into Peritoneal Macrophages"	0	0	0	81	21	0	102	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007765	40126	2009	PLoS ONE	RA	Gemcitabine and Arabinosylcytosin Pharmacogenomics: Genome-Wide Association and Drug Response Biomarkers	0	0	0	334	99	2	435	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007766	40127	2009	PLoS ONE	RA	CD4+ T Cell-Derived IL-2 Signals during Early Priming Advances Primary CD8+ T Cell Responses	0	0	0	255	88	1	344	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
