
<!-- saved from url=(0066)http://72.14.190.127:5984/am/_design/crunch/_list/csv/event_counts -->
<html><head><meta http-equiv="Content-Type" content="text/html; charset=UTF-8"></head><body>doi	pubDate	journal	f1000Factor	backtweetsCount	deliciousCount	facebookShareCount	facebookLikeCount	facebookCommentCount	facebookClickCount	mendeleyReadersCount	almBlogsCount	pdfDownloadsCount	xmlDownloadsCount	htmlDownloadsCount	almCiteULikeCount	almScopusCount	almPubMedCount	almCrossRefCount	plosCommentCount	plosCommentResponsesCount	wikipediaCites
10.1371/journal.pmed.0030212	2006-05-02T00:00:00+00:00	pmed	false	0	1	0	0	0	0	17	0	2657	54	8818	1	55	25	20	0	0	0
10.1371/journal.pmed.0030213	2006-04-11T00:00:00+00:00	pmed	false	0	0	0	0	0	0	2	0	1411	45	5044	2	1	2	2	2	0	0
10.1371/journal.pmed.0030214	2006-03-26T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	208	2	4584	0	0	0	0	0	0	0
10.1371/journal.pmed.0030215	2006-06-20T00:00:00+00:00	pmed	false	0	0	0	0	0	0	1	0	1007	46	5217	0	21	5	9	0	0	0
10.1371/journal.pmed.0030216	2006-06-06T00:00:00+00:00	pmed	false	0	0	0	0	0	0	1	0	593	27	1904	0	10	5	3	0	0	0
10.1371/journal.pmed.0030217	2006-06-20T00:00:00+00:00	pmed	false	0	0	0	0	0	0	3	0	863	41	3974	1	18	3	9	0	0	1
10.1371/journal.pmed.0030218	2006-04-11T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	209	19	895	0	0	0	0	0	0	0
10.1371/journal.pmed.0030220	2006-06-13T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	1094	31	4733	0	1	2	0	1	0	0
10.1371/journal.pmed.0030221	2006-04-18T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	225	24	1169	0	0	0	0	0	0	0
10.1371/journal.pmed.0030222	2006-04-18T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	133	25	598	0	0	0	0	0	0	0
10.1371/journal.pmed.0030223	2006-05-30T00:00:00+00:00	pmed	false	0	0	0	0	0	0	5	0	45	23	323	0	0	0	0	0	0	0
10.1371/journal.pmed.0030224	2006-05-30T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	81	23	425	0	0	0	0	0	0	0
10.1371/journal.pmed.0030225	2006-05-30T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	17	23	160	0	0	0	0	0	0	0
10.1371/journal.pmed.0030226	2006-05-30T00:00:00+00:00	pmed	false	0	0	0	0	0	0	23	0	166	27	585	0	0	0	0	0	0	0
10.1371/journal.pmed.0030227	2006-05-02T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	167	20	1011	0	0	0	0	0	0	0
10.1371/journal.pmed.0030228	2006-07-18T00:00:00+00:00	pmed	false	0	0	0	0	0	0	4	0	810	58	7749	0	15	5	2	0	0	0
10.1371/journal.pmed.0030229	2006-06-06T00:00:00+00:00	pmed	false	0	0	0	0	0	0	1	0	611	27	1797	0	0	0	0	0	0	0
10.1371/journal.pmed.0030230	2006-04-18T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	215	24	1465	0	0	0	0	0	0	0
10.1371/journal.pmed.0030231	2006-06-06T00:00:00+00:00	pmed	false	0	0	0	0	0	0	16	0	1512	62	6021	0	28	1	10	2	0	0
10.1371/journal.pmed.0030232	2006-07-04T00:00:00+00:00	pmed	false	0	0	0	0	0	0	2	0	945	42	4499	3	19	2	4	0	0	0
10.1371/journal.pmed.0030233	2006-06-27T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	314	25	2590	0	0	0	0	0	0	0
10.1371/journal.pmed.0030234	2006-06-06T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	355	22	1571	0	2	2	0	0	0	0
10.1371/journal.pmed.0030235	2006-05-09T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	563	24	1592	0	1	0	2	0	0	0
10.1371/journal.pmed.0030236	2006-05-30T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	177	24	768	0	0	0	0	0	0	0
10.1371/journal.pmed.0030237	2006-07-04T00:00:00+00:00	pmed	6	0	0	0	0	0	0	1	0	610	23	2059	0	31	12	7	0	0	0
10.1371/journal.pmed.0030238	2006-07-04T00:00:00+00:00	pmed	false	0	0	0	0	0	0	4	0	961	37	5540	0	25	6	12	0	0	0
10.1371/journal.pmed.0030239	2006-04-25T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	347	7	7206	0	0	0	0	0	0	0
10.1371/journal.pmed.0030240	2006-06-06T00:00:00+00:00	pmed	false	3	1	4	0	1	0	10	2	6553	142	25513	2	18	1	4	1	0	3
10.1371/journal.pmed.0030241	2006-07-04T00:00:00+00:00	pmed	false	0	0	0	0	0	0	5	0	1902	67	7095	0	28	9	6	2	0	0
10.1371/journal.pmed.0030242	2006-07-25T00:00:00+00:00	pmed	false	0	1	3	0	0	0	7	0	1670	67	7445	0	20	2	9	0	0	0
10.1371/journal.pmed.0030243	2006-05-02T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	218	20	871	0	0	0	0	0	0	0
10.1371/journal.pmed.0030244	2006-05-30T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	1	279	23	1539	0	1	4	2	0	0	0
10.1371/journal.pmed.0030245	2006-05-30T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	53	19	308	0	0	0	0	0	0	0
10.1371/journal.pmed.0030246	2006-05-30T00:00:00+00:00	pmed	false	0	0	0	0	0	0	1	0	210	21	676	0	0	0	0	0	0	0
10.1371/journal.pmed.0030247	2006-05-30T00:00:00+00:00	pmed	false	0	0	2	0	0	0	0	0	326	24	1145	0	0	2	1	0	0	0
10.1371/journal.pmed.0030248	2006-05-30T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	44	18	387	0	0	0	0	0	0	0
10.1371/journal.pmed.0030249	2006-05-30T00:00:00+00:00	pmed	false	0	0	0	0	0	0	4	0	187	35	1500	2	0	2	0	1	0	0
10.1371/journal.pmed.0030250	2006-05-30T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	97	20	468	0	0	0	1	0	0	0
10.1371/journal.pmed.0030251	2006-05-30T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	18	22	122	0	0	0	0	0	0	0
10.1371/journal.pmed.0030252	2006-05-30T00:00:00+00:00	pmed	false	0	0	0	0	0	0	4	0	676	25	1546	0	6	2	1	1	0	0
10.1371/journal.pmed.0030253	2006-07-18T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	570	53	2769	0	5	0	2	0	0	0
10.1371/journal.pmed.0030254	2006-07-18T00:00:00+00:00	pmed	false	0	0	0	0	0	0	1	0	587	40	2288	0	35	4	15	0	0	0
10.1371/journal.pmed.0030255	2006-07-18T00:00:00+00:00	pmed	false	0	0	0	0	0	0	1	0	545	42	1829	0	27	16	7	0	0	0
10.1371/journal.pmed.0030256	2006-07-04T00:00:00+00:00	pmed	false	0	1	0	0	0	0	1	0	356	33	3029	0	2	1	2	0	0	0
10.1371/journal.pmed.0030258	2006-06-06T00:00:00+00:00	pmed	false	0	0	0	0	0	0	3	0	711	23	1366	0	4	3	1	0	0	0
10.1371/journal.pmed.0030259	2006-07-18T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	599	34	2156	0	0	0	0	0	0	0
10.1371/journal.pmed.0030260	2006-09-12T00:00:00+00:00	pmed	false	0	2	8	1	8	0	23	7	9894	278	41836	2	73	22	16	4	0	2
10.1371/journal.pmed.0030261	2006-07-18T00:00:00+00:00	pmed	false	0	0	0	0	0	0	5	0	2052	66	9576	0	56	17	19	0	0	0
10.1371/journal.pmed.0030262	2006-07-11T00:00:00+00:00	pmed	false	0	0	0	0	0	0	8	0	4150	113	23867	0	104	32	33	5	0	3
10.1371/journal.pmed.0030263	2006-05-23T00:00:00+00:00	pmed	6	0	0	0	0	0	0	5	2	3221	104	13874	0	205	52	50	1	0	2
10.1371/journal.pmed.0030264	2006-07-18T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	509	29	2373	0	6	1	4	0	0	0
10.1371/journal.pmed.0030265	2006-08-01T00:00:00+00:00	pmed	false	0	0	0	0	0	0	4	0	960	72	5901	0	45	6	20	1	0	0
10.1371/journal.pmed.0030266	2006-08-08T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	493	42	2072	0	18	7	7	1	0	0
10.1371/journal.pmed.0030267	2006-07-18T00:00:00+00:00	pmed	false	0	0	0	0	0	0	1	0	470	41	4090	0	4	0	1	0	0	0
10.1371/journal.pmed.0030268	2006-07-18T00:00:00+00:00	pmed	false	0	0	0	0	0	0	4	0	562	46	2204	0	24	8	4	0	0	0
10.1371/journal.pmed.0030269	2006-08-01T00:00:00+00:00	pmed	false	0	0	0	0	0	0	2	0	1066	51	5269	0	9	3	4	0	0	0
10.1371/journal.pmed.0030270	2006-07-18T00:00:00+00:00	pmed	6	0	0	0	0	0	0	3	0	1698	54	3995	0	229	32	137	0	0	0
10.1371/journal.pmed.0030271	2006-06-06T00:00:00+00:00	pmed	false	0	1	0	0	0	0	5	0	971	30	4551	0	22	10	6	0	0	0
10.1371/journal.pmed.0030272	2006-08-22T00:00:00+00:00	pmed	false	1	0	0	0	0	0	2	0	892	50	4235	0	22	5	5	0	0	0
10.1371/journal.pmed.0030273	2006-08-01T00:00:00+00:00	pmed	false	0	0	0	0	0	0	2	0	1048	55	3419	1	17	5	7	1	0	0
10.1371/journal.pmed.0030274	2006-08-15T00:00:00+00:00	pmed	false	0	0	0	0	0	0	2	0	840	35	1900	0	7	4	1	0	0	0
10.1371/journal.pmed.0030275	2006-05-30T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	162	7	4722	0	0	0	0	0	0	0
10.1371/journal.pmed.0030276	2006-06-13T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	448	29	2317	0	11	3	1	1	0	0
10.1371/journal.pmed.0030277	2006-08-15T00:00:00+00:00	pmed	false	0	0	0	0	0	0	3	0	1300	52	3449	0	32	13	7	0	0	0
10.1371/journal.pmed.0030278	2006-06-27T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	72	17	334	0	0	0	0	0	0	0
10.1371/journal.pmed.0030279	2006-07-18T00:00:00+00:00	pmed	false	0	0	0	0	0	0	1	0	362	25	1249	0	1	2	0	0	0	0
10.1371/journal.pmed.0030280	2006-06-27T00:00:00+00:00	pmed	false	0	0	0	0	0	0	2	0	282	25	834	0	2	0	1	0	0	0
10.1371/journal.pmed.0030281	2006-06-27T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	228	20	561	0	0	1	1	0	0	0
10.1371/journal.pmed.0030282	2006-06-27T00:00:00+00:00	pmed	false	0	0	0	0	0	0	1	0	205	22	920	0	0	3	3	0	0	0
10.1371/journal.pmed.0030283	2006-06-27T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	227	27	1073	0	1	0	0	0	0	0
10.1371/journal.pmed.0030284	2006-06-27T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	121	22	791	0	0	0	0	0	0	0
10.1371/journal.pmed.0030285	2006-06-27T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	41	17	296	0	0	0	0	0	0	0
10.1371/journal.pmed.0030286	2006-06-27T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	211	19	746	0	0	1	1	0	0	0
10.1371/journal.pmed.0030287	2006-06-06T00:00:00+00:00	pmed	false	0	0	0	0	0	0	4	0	1473	39	3620	1	57	6	22	0	0	0
10.1371/journal.pmed.0030288	2006-06-27T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	39	17	260	0	0	0	0	0	0	0
10.1371/journal.pmed.0030289	2006-06-13T00:00:00+00:00	pmed	8	0	0	0	0	0	0	0	0	771	33	2512	0	59	10	25	0	0	0
10.1371/journal.pmed.0030290	2006-06-20T00:00:00+00:00	pmed	6	0	0	0	0	0	0	2	0	743	31	2422	0	36	8	16	0	0	0
10.1371/journal.pmed.0030291	2006-06-06T00:00:00+00:00	pmed	false	0	8	2	2	0	0	2	12	7058	310	65421	19	25	23	22	7	0	1
10.1371/journal.pmed.0030292	2006-06-13T00:00:00+00:00	pmed	false	0	0	0	0	0	0	1	0	378	22	1632	0	1	1	1	0	0	0
10.1371/journal.pmed.0030293	2006-08-29T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	341	41	3643	0	1	0	0	0	0	0
10.1371/journal.pmed.0030294	2006-10-24T00:00:00+00:00	pmed	false	0	2	2	0	0	0	14	1	4977	105	16354	0	49	5	17	0	0	0
10.1371/journal.pmed.0030295	2006-08-15T00:00:00+00:00	pmed	false	0	0	0	0	0	0	4	0	960	46	2974	1	31	11	2	0	0	0
10.1371/journal.pmed.0030296	2006-08-22T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	353	32	1252	0	5	0	0	0	0	0
10.1371/journal.pmed.0030297	2006-08-29T00:00:00+00:00	pmed	false	0	0	0	0	0	0	3	0	2361	73	7227	2	67	6	28	2	0	1
10.1371/journal.pmed.0030299	2006-07-18T00:00:00+00:00	pmed	false	0	0	0	0	0	0	3	0	1618	52	4680	0	5	3	3	0	0	0
10.1371/journal.pmed.0030300	2006-08-22T00:00:00+00:00	pmed	false	0	0	0	0	0	0	1	0	864	37	1835	0	2	1	1	0	0	0
10.1371/journal.pmed.0030301	2006-08-22T00:00:00+00:00	pmed	false	0	2	0	0	0	0	0	0	1603	65	8867	1	52	13	12	0	0	1
10.1371/journal.pmed.0030302	2006-08-22T00:00:00+00:00	pmed	false	0	0	0	0	0	0	1	0	433	37	1499	0	0	0	0	0	0	0
10.1371/journal.pmed.0030303	2006-07-11T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	197	24	623	0	0	0	0	0	0	0
10.1371/journal.pmed.0030304	2006-07-04T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	894	33	4249	0	9	5	2	0	0	0
10.1371/journal.pmed.0030305	2006-07-11T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	224	25	1130	0	5	2	3	0	0	0
10.1371/journal.pmed.0030306	2006-07-11T00:00:00+00:00	pmed	false	0	0	1	0	0	0	3	1	1205	46	4647	0	6	3	3	4	0	0
10.1371/journal.pmed.0030307	2006-08-22T00:00:00+00:00	pmed	false	0	0	0	0	0	0	1	0	1312	76	5656	0	44	3	16	1	0	0
10.1371/journal.pmed.0030308	2006-08-22T00:00:00+00:00	pmed	false	0	0	0	0	0	0	7	0	1045	48	3688	0	18	5	4	0	0	0
10.1371/journal.pmed.0030309	2006-07-25T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	1	1511	47	4867	1	8	4	3	7	0	0
10.1371/journal.pmed.0030310	2006-08-15T00:00:00+00:00	pmed	false	0	0	0	0	0	0	2	0	1026	48	3936	1	36	13	10	0	0	0
10.1371/journal.pmed.0030311	2006-08-22T00:00:00+00:00	pmed	false	0	0	0	0	0	0	1	0	726	42	2833	0	30	10	14	0	0	0
10.1371/journal.pmed.0030312	2006-08-08T00:00:00+00:00	pmed	false	0	0	0	0	0	0	2	0	487	38	2079	1	11	8	7	0	0	0
10.1371/journal.pmed.0030313	2006-08-01T00:00:00+00:00	pmed	false	0	0	0	0	0	0	4	0	659	40	1591	0	1	1	0	1	0	0
10.1371/journal.pmed.0030314	2006-07-25T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	346	28	3410	0	0	0	1	0	0	0
10.1371/journal.pmed.0030315	2006-07-25T00:00:00+00:00	pmed	false	0	0	1	0	0	3	0	0	275	32	1894	0	0	0	0	0	0	0
10.1371/journal.pmed.0030316	2006-07-25T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	198	21	853	0	0	1	0	0	0	0
10.1371/journal.pmed.0030317	2006-07-25T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	232	19	878	5	0	0	0	0	0	0
10.1371/journal.pmed.0030318	2006-07-25T00:00:00+00:00	pmed	false	0	0	3	0	0	0	0	0	667	70	3420	0	0	0	0	0	0	1
10.1371/journal.pmed.0030319	2006-07-25T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	325	25	1742	0	0	1	2	0	0	0
10.1371/journal.pmed.0030320	2006-07-25T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	140	22	871	0	0	0	1	0	0	0
10.1371/journal.pmed.0030321	2006-07-25T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	340	22	1741	0	0	0	2	0	0	0
10.1371/journal.pmed.0030322	2006-07-25T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	133	22	617	0	1	0	0	0	0	0
10.1371/journal.pmed.0030323	2006-08-22T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	429	40	1411	0	3	0	1	0	0	0
10.1371/journal.pmed.0030324	2006-08-01T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	215	39	576	0	1	0	0	0	0	0
10.1371/journal.pmed.0030325	2006-06-27T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	418	8	9206	0	0	0	0	0	0	0
10.1371/journal.pmed.0030326	2006-08-22T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	205	32	1097	0	8	0	6	0	0	0
10.1371/journal.pmed.0030327	2006-08-22T00:00:00+00:00	pmed	false	0	0	0	0	0	0	8	0	2352	74	6717	1	66	17	26	7	0	0
10.1371/journal.pmed.0030328	2006-08-15T00:00:00+00:00	pmed	false	0	0	0	0	0	0	4	0	829	36	2226	0	10	3	4	0	0	0
10.1371/journal.pmed.0030329	2006-07-25T00:00:00+00:00	pmed	false	0	0	0	0	0	0	3	2	815	32	2458	0	1	0	1	2	0	0
10.1371/journal.pmed.0030330	2006-08-01T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	981	58	5827	0	4	2	1	0	0	0
10.1371/journal.pmed.0030331	2006-08-29T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	246	31	1269	0	0	0	0	0	0	0
10.1371/journal.pmed.0030332	2006-08-08T00:00:00+00:00	pmed	false	0	0	5	3	0	0	1	0	2551	103	11807	3	13	6	2	4	0	0
10.1371/journal.pmed.0030333	2006-08-22T00:00:00+00:00	pmed	false	0	0	1	0	0	0	1	0	1590	51	3949	0	30	3	12	0	0	0
10.1371/journal.pmed.0030334	2006-08-22T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	373	37	1312	0	11	1	2	0	0	0
10.1371/journal.pmed.0030336	2006-09-12T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	422	24	1634	0	9	0	3	0	0	0
10.1371/journal.pmed.0030337	2006-09-05T00:00:00+00:00	pmed	false	0	0	0	0	0	0	2	0	985	25	4469	0	9	2	3	0	0	0
10.1371/journal.pmed.0030338	2006-09-05T00:00:00+00:00	pmed	6	0	0	0	0	0	0	2	0	1089	40	3607	0	31	13	12	1	0	0
10.1371/journal.pmed.0030339	2006-08-08T00:00:00+00:00	pmed	false	0	0	0	0	0	0	1	0	407	29	2289	0	3	2	0	1	0	0
10.1371/journal.pmed.0030340	2006-09-12T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	861	18	2234	0	3	0	1	0	0	0
10.1371/journal.pmed.0030341	2006-09-12T00:00:00+00:00	pmed	false	0	0	0	0	0	0	4	0	760	20	2727	0	11	3	3	0	0	0
10.1371/journal.pmed.0030342	2006-10-24T00:00:00+00:00	pmed	false	0	0	0	0	0	0	2	0	998	30	2322	1	4	0	1	0	0	0
10.1371/journal.pmed.0030343	2006-09-12T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	3	1542	75	8615	0	35	11	14	0	0	1
10.1371/journal.pmed.0030344	2006-09-05T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	593	46	2971	0	13	8	4	1	0	0
10.1371/journal.pmed.0030345	2006-08-15T00:00:00+00:00	pmed	false	0	0	1	0	0	0	2	0	1053	47	3635	0	8	1	3	2	0	0
10.1371/journal.pmed.0030346	2006-08-22T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	1453	33	4228	1	6	0	3	0	0	0
10.1371/journal.pmed.0030347	2006-10-10T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	646	32	1866	0	28	8	14	0	0	1
10.1371/journal.pmed.0030348	2006-09-12T00:00:00+00:00	pmed	false	0	0	0	0	0	0	1	1	1061	30	3206	0	29	4	11	0	0	0
10.1371/journal.pmed.0030349	2006-10-24T00:00:00+00:00	pmed	false	0	0	2	0	0	0	0	0	1565	49	6846	0	8	0	6	0	0	0
10.1371/journal.pmed.0030350	2006-09-12T00:00:00+00:00	pmed	false	0	0	0	0	0	0	1	0	598	31	2558	0	1	1	0	0	0	0
10.1371/journal.pmed.0030351	2006-08-15T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	1144	24	2493	0	29	7	9	0	0	0
10.1371/journal.pmed.0030352	2006-09-12T00:00:00+00:00	pmed	false	0	0	0	0	0	0	4	0	882	54	4702	0	22	11	3	2	0	0
10.1371/journal.pmed.0030353	2006-09-12T00:00:00+00:00	pmed	false	0	0	1	0	0	0	4	0	1223	28	4654	0	43	14	15	0	0	0
10.1371/journal.pmed.0030354	2006-09-12T00:00:00+00:00	pmed	false	0	0	0	0	0	0	1	0	690	22	2469	0	9	5	3	0	0	0
10.1371/journal.pmed.0030355	2006-09-26T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	366	20	2034	0	6	1	0	0	0	0
10.1371/journal.pmed.0030356	2006-09-19T00:00:00+00:00	pmed	false	0	0	0	0	0	0	3	0	1129	51	4385	0	59	7	28	0	0	0
10.1371/journal.pmed.0030357	2006-09-12T00:00:00+00:00	pmed	false	0	1	0	0	0	0	0	0	1551	36	8441	1	2	0	2	0	0	0
10.1371/journal.pmed.0030358	2006-09-19T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	4351	61	6894	0	56	3	24	0	0	1
10.1371/journal.pmed.0030359	2006-08-29T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	795	42	3640	1	10	0	2	1	0	0
10.1371/journal.pmed.0030360	2006-09-12T00:00:00+00:00	pmed	false	0	0	0	0	0	0	2	0	2609	42	7093	0	105	35	25	0	0	0
10.1371/journal.pmed.0030361	2006-08-08T00:00:00+00:00	pmed	false	0	0	0	0	0	0	9	0	2580	61	8497	2	56	22	14	0	0	0
10.1371/journal.pmed.0030362	2006-08-29T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	149	36	1159	0	0	1	0	0	0	0
10.1371/journal.pmed.0030363	2006-08-22T00:00:00+00:00	pmed	false	0	0	0	0	0	0	8	0	1045	44	2809	0	11	1	8	0	0	0
10.1371/journal.pmed.0030364	2006-08-15T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	283	34	999	0	1	0	1	0	0	0
10.1371/journal.pmed.0030365	2006-08-29T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	29	30	270	0	0	0	0	0	0	0
10.1371/journal.pmed.0030366	2006-08-29T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	264	41	1389	0	0	2	0	0	0	0
10.1371/journal.pmed.0030367	2006-08-29T00:00:00+00:00	pmed	false	0	0	0	0	0	0	1	0	119	35	875	0	0	0	0	0	0	0
10.1371/journal.pmed.0030368	2006-08-29T00:00:00+00:00	pmed	false	0	0	0	0	0	0	1	0	79	35	554	2	0	0	0	0	0	0
10.1371/journal.pmed.0030369	2006-08-29T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	58	32	299	0	0	0	0	0	0	0
10.1371/journal.pmed.0030370	2006-08-29T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	145	33	462	0	0	0	0	0	0	0
10.1371/journal.pmed.0030371	2006-09-26T00:00:00+00:00	pmed	false	0	0	0	0	0	0	4	0	1158	43	6791	0	48	16	15	0	0	0
10.1371/journal.pmed.0030372	2006-09-12T00:00:00+00:00	pmed	false	0	1	4	0	0	0	4	2	2209	108	23367	0	12	0	4	2	0	1
10.1371/journal.pmed.0030373	2006-10-10T00:00:00+00:00	pmed	6	0	0	0	0	0	0	3	0	818	34	3043	0	26	15	5	0	0	0
10.1371/journal.pmed.0030374	2006-10-03T00:00:00+00:00	pmed	false	0	0	0	0	0	0	9	0	1622	48	3997	1	94	23	45	0	0	0
10.1371/journal.pmed.0030375	2006-09-12T00:00:00+00:00	pmed	false	0	0	0	0	0	0	1	0	1152	17	2789	0	1	0	2	0	0	0
10.1371/journal.pmed.0030376	2006-08-29T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	36	31	307	0	0	0	0	0	0	0
10.1371/journal.pmed.0030377	2006-08-29T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	72	38	386	0	0	0	0	0	0	0
10.1371/journal.pmed.0030378	2006-09-05T00:00:00+00:00	pmed	false	0	0	0	0	0	0	5	0	758	17	1551	0	14	1	9	0	0	0
10.1371/journal.pmed.0030379	2006-09-12T00:00:00+00:00	pmed	false	0	0	2	0	0	0	7	0	2052	61	7842	0	12	4	2	0	0	0
10.1371/journal.pmed.0030380	2006-08-29T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	1	481	35	1485	1	2	2	1	2	0	0
10.1371/journal.pmed.0030381	2006-09-12T00:00:00+00:00	pmed	false	0	0	0	0	0	0	8	0	978	31	4060	0	7	0	5	0	0	0
10.1371/journal.pmed.0030382	2006-09-26T00:00:00+00:00	pmed	false	0	0	3	0	0	0	0	0	359	25	2589	0	4	0	0	1	0	0
10.1371/journal.pmed.0030383	2006-08-22T00:00:00+00:00	pmed	false	0	0	0	0	0	0	1	0	647	35	3671	0	5	2	0	0	0	0
10.1371/journal.pmed.0030384	2006-10-03T00:00:00+00:00	pmed	false	0	0	0	0	0	0	1	0	1151	40	6308	0	20	4	3	0	0	0
10.1371/journal.pmed.0030385	2006-09-12T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	467	18	1731	0	0	0	0	0	0	0
10.1371/journal.pmed.0030387	2006-10-03T00:00:00+00:00	pmed	false	0	0	0	0	0	0	10	0	1672	49	5970	0	24	12	11	0	0	0
10.1371/journal.pmed.0030389	2006-10-03T00:00:00+00:00	pmed	false	0	0	0	0	0	0	3	0	681	22	2519	0	1	0	1	0	0	0
10.1371/journal.pmed.0030390	2006-09-05T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	125	17	343	0	0	0	0	0	0	0
10.1371/journal.pmed.0030391	2006-09-12T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	128	16	299	0	0	0	0	0	0	0
10.1371/journal.pmed.0030392	2006-10-10T00:00:00+00:00	pmed	false	0	0	0	0	0	0	2	1	738	26	3583	0	21	6	6	0	0	0
10.1371/journal.pmed.0030393	2006-10-10T00:00:00+00:00	pmed	false	0	0	0	0	0	0	3	0	926	38	5024	0	10	6	4	0	0	0
10.1371/journal.pmed.0030394	2006-10-24T00:00:00+00:00	pmed	false	0	0	0	0	0	0	4	0	824	23	2640	0	5	0	1	0	0	0
10.1371/journal.pmed.0030395	2006-10-31T00:00:00+00:00	pmed	false	0	0	0	0	0	0	0	0	61	19	288	0	0	0	0	0	0	0
10.1371/journal.pmed.0030396	2006-10-31T00:00:00+00:00	pmed	false	0	0	0	0	0	0	1	0	362	23	1746	0	18	9	9	0	0	0
10.1371/journal.pmed.0030397	2006-10-31T00:00:00+00:00	pmed	false	0	0	0	0	0	0	1	0	911	48	4851	0	15	3	6	0	0	0
