DOI	Publication Date	Days Since Aug 2009	PMID	Publication Year	Journal	'Research Article' or 'non-Research Article'?	Article Title	Citations - CrossRef	Citations - PubMed Central	Citations - Scopus	Total HTML Page Views	Total PDF Downloads	Total XML Downloads	Combined Usage (HTML + PDF + XML)	Blog Coverage - Postgenomic	Blog Coverage - Nature Blogs	Blog Coverage - Bloglines	Number of Trackbacks	Social Bookmarking - CiteULike	Social Bookmarking - Connotea	Number of Ratings	Average Rating	Number of Note threads	Number of replies to Notes	Number of Comment threads	Number of replies to Comments	Number of 'Star Ratings' that also include a text comment
10.1371/journal.pone.0006430	7/29/09	3		2009	PLoS ONE	RA	Aging-Associated Dysfunction of Akt/Protein Kinase B: S-Nitrosylation and Acetaminophen Intervention	0	0	0	138	28	1	167	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006431	7/29/09	3		2009	PLoS ONE	RA	Long-Range Correlations in Rectal Temperature Fluctuations of Healthy Infants during Maturation	0	0	0	36	4	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006432	7/30/09	2		2009	PLoS ONE	RA	Vascular Smooth Muscle Modulates Endothelial Control of Vasoreactivity via Reactive Oxygen Species Production through Myoendothelial Communications	0	0	0	148	14	1	163	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006433	7/30/09	2		2009	PLoS ONE	RA	Identification of Essential Sequences for Cellular Localization in BRMS1 Metastasis Suppressor	0	0	0	108	6	1	115	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006434	7/30/09	2		2009	PLoS ONE	RA	The Small Molecule Inhibitor QLT0267 Radiosensitizes Squamous Cell Carcinoma Cells of the Head and Neck	0	0	0	105	10	1	116	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006435	7/30/09	2		2009	PLoS ONE	RA	Melanism in Peromyscus Is Caused by Independent Mutations in Agouti	0	0	0	169	26	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006436	7/30/09	2		2009	PLoS ONE	RA	Hippocampal Volume Reduction in Congenital Central Hypoventilation Syndrome	0	0	0	106	9	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006437	7/30/09	2		2009	PLoS ONE	RA	Evolution and Phylogenetic Analysis of Full-Length VP3 Genes of Eastern Mediterranean Bluetongue Virus Isolates	0	0	0	103	14	1	118	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006438	7/30/09	2		2009	PLoS ONE	RA	Manipulation of Signaling Thresholds in ?Engineered Stem Cell Niches? Identifies Design Criteria for Pluripotent Stem Cell Screens	0	0	0	120	11	1	132	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006439	7/30/09	2		2009	PLoS ONE	RA	"Possible Brucellosis in an Early Hominin Skeleton from Sterkfontein, South Africa"	0	0	0	210	27	1	238	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006440	7/30/09	2		2009	PLoS ONE	RA	Comparison of Peptide Array Substrate Phosphorylation of c-Raf and Mitogen Activated Protein Kinase Kinase Kinase 8	0	0	0	113	12	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006441	7/30/09	2		2009	PLoS ONE	RA	Circular Polymerase Extension Cloning of Complex Gene Libraries and Pathways	0	0	0	133	15	1	149	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006442	7/30/09	2		2009	PLoS ONE	RA	AGO1 Homeostasis Involves Differential Production of 21-nt and 22-nt miR168 Species by MIR168a and MIR168b	0	0	0	90	12	1	103	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006443	7/30/09	2		2009	PLoS ONE	RA	New Antibiotic Molecules: Bypassing the Membrane Barrier of Gram Negative Bacteria Increases the Activity of Peptide Deformylase Inhibitors	0	0	0	93	12	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006444	7/31/09	1		2009	PLoS ONE	RA	NGF Is an Essential Survival Factor for Bronchial Epithelial Cells during Respiratory Syncytial Virus Infection	0	0	0	102	8	1	111	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006445	7/30/09	2		2009	PLoS ONE	RA	Construction and Application of an Inducible System for Homogenous Expression Levels in Bulk Cell Lines	0	0	0	93	7	1	101	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006446	7/31/09	1		2009	PLoS ONE	RA	Mobile Phone Radiation Induces Reactive Oxygen Species Production and DNA Damage in Human Spermatozoa In Vitro	0	0	0	133	16	2	151	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006447	7/30/09	2		2009	PLoS ONE	RA	Mining Biological Pathways Using WikiPathways Web Services	0	0	0	202	28	1	231	0	0	0	0	2	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006448	7/30/09	2		2009	PLoS ONE	RA	Reading between Eye Saccades	0	0	0	151	20	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006449	7/30/09	2		2009	PLoS ONE	RA	A Novel Tandem Mass Spectrometry Method for Rapid Confirmation of Medium- and Very Long-Chain acyl-CoA Dehydrogenase Deficiency in Newborns	0	0	0	89	7	1	97	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006450	7/31/09	1		2009	PLoS ONE	RA	The Impact of Spatial Incongruence on an Auditory-Visual Illusion	0	0	0	103	16	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006451	7/30/09	2		2009	PLoS ONE	RA	Novel Poly-Dopamine Adhesive for a Halloysite Nanotube-Ru(bpy)32+ Electrochemiluminescent Sensor	0	0	0	86	9	1	96	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006452	7/31/09	1		2009	PLoS ONE	RA	Recent and Widespread Rapid Morphological Change in Rodents	0	0	0	186	32	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006453	7/31/09	1		2009	PLoS ONE	RA	"5-Hydroxytryptamine Modulates Migration, Cytokine and Chemokine Release and T-Cell Priming Capacity of Dendritic Cells In Vitro and In Vivo"	0	0	0	63	4	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006454	7/31/09	1		2009	PLoS ONE	RA	Loss of GATA4 and GATA6 Expression Specifies Ovarian Cancer Histological Subtypes and Precedes Neoplastic Transformation of Ovarian Surface Epithelia	0	0	0	58	4	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006455	7/31/09	1		2009	PLoS ONE	RA	Cytosolic SYT/SS18 Isoforms Are Actin-Associated Proteins that Function in Matrix-Specific Adhesion	0	0	0	68	4	1	73	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006456	7/30/09	2		2009	PLoS ONE	RA	The Random Nature of Genome Architecture: Predicting Open Reading Frame Distributions	0	0	0	148	20	3	171	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006457	7/30/09	2		2009	PLoS ONE	RA	The Effects of Tail Biopsy for Genotyping on Behavioral Responses to Nociceptive Stimuli	0	0	0	99	9	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006458	7/31/09	1		2009	PLoS ONE	RA	Punicic Acid a Conjugated Linolenic Acid Inhibits TNF?-Induced Neutrophil Hyperactivation and Protects from Experimental Colon Inflammation in Rats	0	0	0	63	4	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006459	7/31/09	1		2009	PLoS ONE	RA	Dynamic Telomerase Gene Suppression via Network Effects of GSK3 Inhibition	0	0	0	70	15	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006460	7/29/09	3		2009	PLoS ONE	RA	The Composite Task Reveals Stronger Holistic Processing in Children than Adults for Child Faces	0	0	0	169	20	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006461	7/30/09	2		2009	PLoS ONE	RA	Towards a Clinically Relevant Lentiviral Transduction Protocol for Primary Human CD34+ Hematopoietic Stem/Progenitor Cells	0	0	0	113	13	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006462	7/31/09	1		2009	PLoS ONE	RA	Community Analysis of Chronic Wound Bacteria Using 16S rRNA Gene-Based Pyrosequencing: Impact of Diabetes and Antibiotics on Chronic Wound Microbiota	0	0	0	59	13	1	73	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006463	7/31/09	1		2009	PLoS ONE	RA	Adrenocorticotropic Hormone Suppresses Gonadotropin-Stimulated Estradiol Release from Zebrafish Ovarian Follicles	0	0	0	40	2	1	43	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006464	7/31/09	1		2009	PLoS ONE	RA	Dimerization of Translationally Controlled Tumor Protein Is Essential For Its Cytokine-Like Activity	0	0	0	40	3	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006465	7/31/09	1		2009	PLoS ONE	RA	"Evaluation of RTS,S/AS02A and RTS,S/AS01B in Adults in a High Malaria Transmission Area"	0	0	0	47	4	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006466	7/31/09	1		2009	PLoS ONE	RA	Changes in Poultry Handling Behavior and Poultry Mortality Reporting among Rural Cambodians in Areas Affected by HPAI/H5N1	0	0	0	60	9	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006467	7/31/09	1		2009	PLoS ONE	RA	Sin Nombre Virus and Rodent Species Diversity: A Test of the Dilution and Amplification Hypotheses	0	0	0	48	9	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006468	7/31/09	1		2009	PLoS ONE	RA	Derivation and Characterization of Hepatic Progenitor Cells from Human Embryonic Stem Cells	0	0	0	44	6	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006469	7/31/09	1		2009	PLoS ONE	RA	Does the Clock Make the Poison? Circadian Variation in Response to Pesticides	0	0	0	120	9	1	130	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006470	7/31/09	1		2009	PLoS ONE	RA	HIV Prevalence and Associated Risk Factors among Individuals Aged 13-34 Years in Rural Western Kenya	0	0	0	58	6	1	65	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006472	7/31/09	1		2009	PLoS ONE	RA	Host Responses to Intestinal Microbial Antigens in Gluten-Sensitive Mice	0	0	0	46	4	1	51	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0006473	7/31/09	1		2009	PLoS ONE	RA	A Novel Putative miRNA Target Enhancer Signal	0	0	0	65	14	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0010001	7/22/05	1471		2005	PLoS Pathogens	RA	The Role of Innate Immune Responses in the Outcome of Interspecies Competition for Colonization of Mucosal Surfaces	13	9	0	4106	1594	39	5739	0	0	0	0	0	1	0	0	0	0	0	0	0
10.1371/journal.ppat.0010002	9/30/05	1401		2005	PLoS Pathogens	RA	Interaction between Polyketide Synthase and Transporter Suggests Coupled Synthesis and Export of Virulence Lipid in M. tuberculosis	8	6	0	2405	847	29	3281	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0010003	9/30/05	1401		2005	PLoS Pathogens	RA	SIVsm Quasispecies Adaptation to a New Simian Host	0	1	0	1194	399	26	1619	1	0	0	0	2	1	0	0	0	0	0	0	0
10.1371/journal.ppat.0010004	9/30/05	1401		2005	PLoS Pathogens	RA	Influenza Virus PB1-F2 Protein Induces Cell Death through Mitochondrial ANT3 and VDAC1	12	8	0	4212	1596	38	5846	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0010005	8/19/05	1443		2005	PLoS Pathogens	RA	Ancient Origin and Gene Mosaicism of the Progenitor of Mycobacterium tuberculosis	16	21	0	5095	1689	35	6819	0	0	0	0	2	1	0	0	0	0	0	0	0
10.1371/journal.ppat.0010006	7/22/05	1471		2005	PLoS Pathogens	RA	Natural Variation in Vif: Differential Impact on APOBEC3G/3F and a Potential Role in HIV-1 Diversification	13	28	0	2586	1085	24	3695	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0010007	9/30/05	1401		2005	PLoS Pathogens	RA	Inhibition of MHC Class I Is a Virulence Factor in Herpes Simplex Virus Infection of Mice	2	3	0	1941	591	21	2553	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0010008	9/30/05	1401		2005	PLoS Pathogens	RA	Vibrio cholerae Infection of Drosophila melanogaster Mimics the Human Disease Cholera	4	6	0	2653	809	19	3481	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0010009	9/30/05	1401		2005	PLoS Pathogens	RA	Exit of Plasmodium Sporozoites from Oocysts Is an Active Process That Involves the Circumsporozoite Protein	3	3	0	2324	613	25	2962	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0010010	9/30/05	1401		2005	PLoS Pathogens	RA	A Surface Groove Essential for Viral Bcl-2 Function During Chronic Infection In Vivo	5	4	0	1279	370	21	1670	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0010011	10/7/05	1394		2005	PLoS Pathogens	RA	Increased Fidelity Reduces Poliovirus Fitness and Virulence under Selective Pressure in Mice	6	9	0	1695	726	18	2439	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0010012	9/30/05	1401		2005	PLoS Pathogens	non RA	PLoS Pathogensâ€”A High-Impact Journal for Pathogen Research	0	0	0	6105	424	28	6557	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0010013	9/30/05	1401		2005	PLoS Pathogens	non RA	Why Provide an Opinions Section in PLoS Pathogens?	0	0	0	987	182	14	1183	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0010014	10/14/05	1387		2005	PLoS Pathogens	RA	Wolbachia Utilizes Host Microtubules and Dynein for Anterior Localization in the Drosophila Oocyte	6	0	0	2579	893	22	3494	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0010016	10/14/05	1387		2005	PLoS Pathogens	RA	Yersinia pseudotuberculosis Spatially Controls Activation and Misregulation of Host Cell Rac1	5	1	0	1511	574	19	2104	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0010017	10/21/05	1380		2005	PLoS Pathogens	RA	Identification of the Moving Junction Complex of Toxoplasma gondii: A Collaboration between Distinct Secretory Organelles	16	19	0	3247	1179	35	4461	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0010018	11/11/05	1359		2005	PLoS Pathogens	RA	The Cell Cycle Independence of HIV Infections Is Not Determined by Known Karyophilic Viral Elements	12	7	0	2561	676	23	3260	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0010019	10/28/05	1373		2005	PLoS Pathogens	RA	Anthrax Lethal Toxin-Mediated Killing of Human and Murine Dendritic Cells Impairs the Adaptive Immune Response	7	6	0	1920	741	24	2685	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0010020	10/28/05	1373		2005	PLoS Pathogens	RA	Low Effective Dispersal of Asexual Genotypes in Heterogeneous Landscapes by the Endemic Pathogen Penicillium marneffei	5	2	0	1840	411	15	2266	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0010021	10/28/05	1373		2005	PLoS Pathogens	non RA	Open-Access Science: A Necessity for Global Public Health	0	0	0	1479	312	19	1810	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0010022	11/4/05	1366		2005	PLoS Pathogens	RA	Expression of Procyclin mRNAs during Cyclical Transmission of Trypanosoma brucei	3	5	0	1181	354	16	1551	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0010023	11/11/05	1359		2005	PLoS Pathogens	RA	Human Neutrophils Kill Bacillus anthracis	5	6	0	4976	1155	29	6160	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0010024	11/18/05	1352		2005	PLoS Pathogens	RA	Disruption of Toxoplasma gondii Parasitophorous Vacuoles by the Mouse p47-Resistance GTPases	11	13	0	3130	802	24	3956	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0010026	11/18/05	1352		2005	PLoS Pathogens	RA	Plasmodium falciparum Variant Surface Antigen Expression Patterns during Malaria	7	18	0	2968	1191	30	4189	0	0	0	0	3	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0010028	11/18/05	1352		2005	PLoS Pathogens	RA	Mechanisms of Assembly and Cellular Interactions for the Bacterial Genotoxin CDT	1	0	0	1222	358	21	1601	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0010029	11/25/05	1345		2005	PLoS Pathogens	RA	Molecular Identification of a Malaria Merozoite Surface Sheddase	7	7	0	3099	1093	29	4221	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0010030	11/18/05	1352		2005	PLoS Pathogens	RA	Aspergillus fumigatus Triggers Inflammatory Responses by Stage-Specific Î_-Glucan Display	18	10	0	2376	816	27	3219	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0010031	11/25/05	1345		2005	PLoS Pathogens	RA	Comparative Signature-Tagged Mutagenesis Identifies Pseudomonas Factors Conferring Resistance to the Pulmonary Collectin SP-A	1	2	0	1435	341	19	1795	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0010032	11/18/05	1352		2005	PLoS Pathogens	RA	Salmonella Pathogenicity Island 2 Is Expressed Prior to Penetrating the Intestine	9	12	0	2341	913	24	3278	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0010033	11/25/05	1345		2005	PLoS Pathogens	RA	Mycobacterial Mutants with Defective Control of Phagosomal Acidification	13	9	0	2945	1207	35	4187	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0010034	11/25/05	1345		2005	PLoS Pathogens	RA	NOD2 and Toll-Like Receptors Are Nonredundant Recognition Systems of Mycobacterium tuberculosis	28	10	0	3448	1355	31	4834	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0010035	12/2/05	1338		2005	PLoS Pathogens	RA	A Novel Endogenous Inhibitor of the Secreted Streptococcal NAD-Glycohydrolase	3	2	0	1436	463	19	1918	0	0	0	0	0	1	0	0	0	0	0	0	0
10.1371/journal.ppat.0010036	12/30/05	1310		2005	PLoS Pathogens	RA	Using the TAP Component of the Antigen-Processing Machinery as a Molecular Adjuvant	2	1	0	2810	612	33	3455	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0010037	12/16/05	1324		2005	PLoS Pathogens	RA	Invasion by P. falciparum Merozoites Suggests a Hierarchy of Molecular Interactions	14	9	0	3017	1366	31	4414	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0010038	11/25/05	1345		2005	PLoS Pathogens	non RA	Can Specialized Pathogens Colonize Distantly Related Hosts? Schistosome Evolution as a Case Study	1	0	0	1951	383	20	2354	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0010039	12/9/05	1331		2005	PLoS Pathogens	RA	Functional and Genetic Analysis of Coronavirus Replicase-Transcriptase Proteins	1	17	0	1688	607	28	2323	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0010040	12/30/05	1310		2005	PLoS Pathogens	non RA	Coping with Multiple Virulence Factors: Which Is Most Important?	2	1	0	1991	812	28	2831	0	0	0	0	0	1	0	0	0	0	0	0	0
10.1371/journal.ppat.0010041	12/16/05	1324		2005	PLoS Pathogens	RA	Recognition of Conserved Amino Acid Motifs of Common Viruses and Its Role in Autoimmunity	4	1	0	2617	734	25	3376	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0010042	12/9/05	1331		2005	PLoS Pathogens	RA	The Beta-Glucan Receptor Dectin-1 Recognizes Specific Morphologies of Aspergillus fumigatus	17	17	0	3525	1013	43	4581	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0010044	12/23/05	1317		2005	PLoS Pathogens	RA	A Plasmodium Whole-Genome Synteny Map: Indels and Synteny Breakpoints as Foci for Species-Specific Genes	17	14	0	3123	982	34	4139	0	0	0	0	2	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0010045	12/30/05	1310		2005	PLoS Pathogens	RA	"Bordetella pertussis, the Causative Agent of Whooping Cough, Evolved from a Distinct, Human-Associated Lineage of B. bronchiseptica"	8	17	0	6791	912	52	7755	0	0	0	0	1	1	0	0	0	0	0	0	0
10.1371/journal.ppat.0020001	1/13/06	1296		2006	PLoS Pathogens	RA	Gene-Specific Countermeasures against Ebola Virus Based on Antisense Phosphorodiamidate Morpholino Oligomers	8	6	17	5949	1209	31	7189	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0020002	1/20/06	1289		2006	PLoS Pathogens	RA	Plant and Animal Pathogen Recognition Receptors Signal through Non-RD Kinases	13	10	19	3824	1419	58	5301	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0020003	1/27/06	1282		2006	PLoS Pathogens	RA	Listeria monocytogenes Invades the Epithelial Junctions at Sites of Cell Extrusion	12	6	30	4206	1287	31	5524	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0020004	2/24/06	1254		2006	PLoS Pathogens	non RA	Modulation of Tumor Necrosis Factor by Microbial Pathogens	10	5	20	7904	2258	72	10234	0	0	0	0	2	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0020005	1/27/06	1282		2006	PLoS Pathogens	RA	Genome-Wide Analysis of Group A Streptococci Reveals a Mutation That Modulates Global Phenotype and Disease Specificity	18	21	45	3122	1215	50	4387	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0020006	1/27/06	1282		2006	PLoS Pathogens	RA	A Role for the SmpB-SsrA System in Yersinia pseudotuberculosis Pathogenesis	5	9	19	1752	515	23	2290	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0020007	2/10/06	1268		2006	PLoS Pathogens	RA	Two Key Residues in EphrinB3 Are Critical for Its Use as an Alternative Receptor for Nipah Virus	8	12	21	1421	494	21	1936	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0020008	1/27/06	1282		2006	PLoS Pathogens	non RA	A New Bacillus anthracis Found in Wild Chimpanzees and a Gorilla from West and Central Africa	3	2	4	2720	829	18	3567	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0020009	2/24/06	1254		2006	PLoS Pathogens	non RA	The Scientific Response to a Pandemic	0	0	0	2247	797	22	3066	0	0	0	0	0	2	0	0	0	0	0	0	0
10.1371/journal.ppat.0020010	2/17/06	1261		2006	PLoS Pathogens	RA	Why Do HIV-1 and HIV-2 Use Different Pathways to Develop AZT Resistance?	6	5	6	1999	759	21	2779	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0020011	2/24/06	1254		2006	PLoS Pathogens	RA	Genome-Wide Screen for Salmonella Genes Required for Long-Term Systemic Infection of the Mouse	20	26	43	4165	1689	33	5887	0	0	0	0	0	1	0	0	0	0	0	0	0
10.1371/journal.ppat.0020012	2/24/06	1254		2006	PLoS Pathogens	RA	Efficient Transmission and Characterization of Creutzfeldtâ€“Jakob Disease Strains in Bank Voles	7	6	17	1782	555	22	2359	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0020013	2/24/06	1254		2006	PLoS Pathogens	RA	Cytoskeletal Components of an Invasion Machineâ€”The Apical Complex of Toxoplasma gondii	8	6	19	6557	1366	55	7978	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0020014	2/24/06	1254		2006	PLoS Pathogens	RA	Downregulation of the Drosophila Immune Response by Peptidoglycan-Recognition Proteins SC1 and SC2	16	12	27	2539	745	33	3317	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0020015	3/31/06	1219		2006	PLoS Pathogens	non RA	The Integration Hypothesis: An Evolutionary Pathway to Benign SIV Infection	1	0	1	1363	457	25	1845	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0020016	3/3/06	1247		2006	PLoS Pathogens	RA	Specific Remodeling of Splenic Architecture by Cytomegalovirus	9	11	5	1784	665	38	2487	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0020017	2/24/06	1254		2006	PLoS Pathogens	non RA	Correction: Functional and Genetic Analysis of Coronavirus Replicase-Transcriptase Proteins	0	0	0	295	87	18	400	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0020018	3/17/06	1233		2006	PLoS Pathogens	RA	Flagellin-Deficient Legionella Mutants Evade Caspase-1- and Naip5-Mediated Macrophage Immunity	49	29	53	3442	1181	33	4656	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0020019	3/17/06	1233		2006	PLoS Pathogens	RA	Borna Disease Virus Blocks Potentiation of Presynaptic Activity through Inhibition of Protein Kinase C Signaling	3	6	2	2015	448	22	2485	1	0	0	0	0	1	0	0	0	0	0	0	0
10.1371/journal.ppat.0020021	3/17/06	1233		2006	PLoS Pathogens	RA	Control of the C. albicans Cell Wall Damage Response by Transcriptional Regulator Cas5	3	8	6	2572	655	37	3264	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0020022	3/3/06	1247		2006	PLoS Pathogens	RA	Mutually Exclusive Expression of Virulence Genes by Malaria Parasites Is Regulated Independently of Antigen Production	16	20	18	2515	1107	29	3651	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0020023	3/24/06	1226		2006	PLoS Pathogens	RA	Epsteinâ€“Barr Virus MicroRNAs Are Evolutionarily Conserved and Differentially Expressed	34	28	48	3573	1629	49	5251	0	0	0	0	2	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0020024	3/31/06	1219		2006	PLoS Pathogens	RA	"Ancestral Genomes, Sex, and the Population Structure of Trypanosoma cruzi"	3	3	24	2100	687	31	2818	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0020025	3/31/06	1219		2006	PLoS Pathogens	RA	Identification of a Novel Gammaretrovirus in Prostate Tumors of Patients Homozygous for R462Q RNASEL Variant	33	25	71	6625	3513	71	10209	1	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0020026	3/31/06	1219		2006	PLoS Pathogens	non RA	The Expanding Universe of Prion Diseases	5	2	22	7585	2537	66	10188	0	0	0	0	3	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0020027	4/7/06	1212		2006	PLoS Pathogens	RA	An Antivector Vaccine Protects against a Lethal Vector-Borne Pathogen	10	6	9	2768	999	32	3799	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.0020028	4/14/06	1205		2006	PLoS Pathogens	RA	A Novel Bacterium Associated with Lymphadenitis in a Patient with Chronic Granulomatous Disease	8	3	5	6318	1383	48	7749	0	0	0	0	0	0	0	0	0	0	0	0	0
